date,PRODUKT,discount,amount,Tablet Basic,Tablet Mini,Tablet Pro,kosten_basic,kosten_mini,kosten_pro,transaction_id
2022-02-17,Tablet Pro,1.0,3,0,0,1,,,750.331456857226,89584
2022-02-17,Tablet Pro,1.0,3,0,0,1,,,750.3345451016032,89589
2022-02-17,Tablet Pro,1.0,2,0,0,1,,,750.3481333768628,89611
2022-02-17,Tablet Pro,1.0,4,0,0,1,,,670.362339300998,89634
2022-02-17,Tablet Pro,1.0,1,0,0,1,,,750.3716040341295,89649
2022-02-17,Tablet Pro,1.0,2,0,0,1,,,750.3888982026417,89677
2022-02-17,Tablet Pro,1.0,5,0,0,1,,,630.3895158515172,89678
2022-02-17,Tablet Pro,1.0,2,0,0,1,,,750.391986447019,89682
2022-02-17,Tablet Pro,1.0,1,0,0,1,,,750.4068100200295,89706
2022-02-17,Tablet Pro,1.0,2,0,0,1,,,710.4166924020365,89722
2022-02-17,Tablet Pro,1.0,2,0,0,1,,,750.4179276997874,89724
2022-02-17,Tablet Pro,1.0,2,0,0,1,,,750.4265747840435,89738
2022-02-17,Tablet Pro,1.0,2,0,0,1,,,750.4352218682997,89752
2022-02-18,Tablet Pro,1.0,3,0,0,1,,,710.4420160059294,89763
2022-02-18,Tablet Pro,1.0,4,0,0,1,,,710.4543689834381,89783
2022-02-18,Tablet Pro,1.0,1,0,0,1,,,750.4549866323136,89784
2022-02-18,Tablet Pro,1.0,2,0,0,1,,,750.4580748766908,89789
2022-02-18,Tablet Pro,1.0,2,0,0,1,,,750.4932808625907,89846
2022-02-18,Tablet Pro,1.0,2,0,0,1,,,710.4951338092171,89849
2022-02-18,Tablet Pro,1.0,2,0,0,1,,,750.5000750002206,89857
2022-02-18,Tablet Pro,1.0,2,0,0,1,,,750.5025455957224,89861
2022-02-18,Tablet Pro,1.0,1,0,0,1,,,750.5031632445978,89862
2022-02-18,Tablet Pro,1.0,3,0,0,1,,,750.5037808934733,89863
2022-02-18,Tablet Pro,1.0,2,0,0,1,,,750.510575031103,89874
2022-02-18,Tablet Pro,1.0,2,0,0,1,,,750.5179868176083,89886
2022-02-18,Tablet Pro,1.0,3,0,0,1,,,710.535898634996,89915
2022-02-18,Tablet Pro,1.0,1,0,0,1,,,750.5371339327469,89917
2022-02-18,Tablet Pro,1.0,3,0,0,1,,,750.5396045282487,89921
2022-02-18,Tablet Basic...,0.9,4,1,0,0,274.0841002473537,,,89959
2022-02-18,Tablet Basic...,1.0,2,1,0,0,234.100570884032,,,89979
2022-02-18,Tablet Basic...,1.0,1,1,0,0,234.1071591387033,,,89987
2022-02-18,Tablet Basic...,1.0,3,1,0,0,234.1153944570425,,,89997
2022-02-18,Tablet Basic...,1.0,1,1,0,0,234.1376298165583,,,90024
2022-02-18,Tablet Basic...,1.0,4,1,0,0,254.1450416030635,,,90033
2022-02-18,Tablet Basic...,1.0,4,1,0,0,254.1458651348975,,,90034
2022-02-18,Tablet Basic...,0.9,4,1,0,0,254.1639828352436,,,90056
2022-02-18,Tablet Basic...,1.0,3,1,0,0,234.1771593445863,,,90072
2022-02-18,Tablet Basic...,0.9,8,1,0,0,334.1985711722681,,,90098
2022-02-18,Tablet Basic...,0.9,3,1,0,0,274.2010417677699,,,90101
2022-02-18,Tablet Basic...,1.0,4,1,0,0,254.2117476816108,,,90114
2022-02-18,Tablet Basic...,1.0,1,1,0,0,234.2133947452787,,,90116
2022-02-18,Tablet Basic...,0.9,4,1,0,0,294.2208065317839,,,90125
2022-02-18,Tablet Basic...,1.0,3,1,0,0,254.2232771272857,,,90128
2022-02-18,Tablet Basic...,1.0,3,1,0,0,234.2249241909535,,,90130
2022-02-18,Tablet Basic...,1.0,2,1,0,0,254.2265712546213,,,90132
2022-02-18,Tablet Basic...,1.0,4,1,0,0,274.2751596328225,,,90191
2022-02-18,Tablet Basic...,1.0,2,1,0,0,234.2768066964903,,,90193
2022-02-18,Tablet Pro,1.0,3,0,0,1,,,750.7100756178695,90197
2022-02-18,Tablet Mini,1.0,2,0,1,0,,197.4287394962926,,90203
2022-02-18,Tablet Mini,1.0,2,0,1,0,,198.4285336133342,,90204
2022-02-18,Tablet Mini,1.0,3,0,1,0,,197.4281218474172,,90206
2022-02-18,Tablet Mini,1.0,2,0,1,0,,198.4275041985418,,90209
2022-02-18,Tablet Mini,0.9,10,0,1,0,,204.4252394859985,,90220
2022-02-18,Tablet Mini,1.0,1,0,1,0,,197.4240041882476,,90226
2022-02-18,Tablet Mini,1.0,1,0,1,0,,197.420298294995,,90244
2022-02-18,Tablet Mini,1.0,1,0,1,0,,197.4180335824517,,90255
2022-02-18,Tablet Mini,1.0,1,0,1,0,,197.4178276994932,,90256
2022-02-18,Tablet Mini,1.0,3,0,1,0,,197.415151221033,,90269
2022-02-18,Tablet Mini,0.9,8,0,1,0,,202.4141218062406,,90274
2022-02-18,Tablet Mini,1.0,5,0,1,0,,199.4128865084897,,90280
2022-02-18,Tablet Mini,1.0,2,0,1,0,,197.4124747425728,,90282
2022-02-18,Tablet Mini,1.0,2,0,1,0,,197.4118570936973,,90285
2022-02-18,Tablet Mini,1.0,2,0,1,0,,197.4112394448219,,90288
2022-02-18,Tablet Mini,1.0,4,0,1,0,,198.4110335618634,,90289
2022-02-18,Tablet Mini,1.0,1,0,1,0,,197.4102100300295,,90293
2022-02-18,Tablet Mini,1.0,3,0,1,0,,197.4091806152371,,90298
2022-02-18,Tablet Mini,1.0,3,0,1,0,,199.4085629663617,,90301
2022-02-18,Tablet Mini,1.0,2,0,1,0,,197.4075335515693,,90306
2022-02-18,Tablet Mini,1.0,3,0,1,0,,197.404857073109,,90319
2022-02-18,Tablet Mini,1.0,1,0,1,0,,197.4042394242336,,90322
2022-02-18,Tablet Mini,0.9,8,0,1,0,,203.4036217753582,,90325
2022-02-18,Tablet Mini,1.0,1,0,1,0,,197.4015629457734,,90335
2022-02-18,Tablet Mini,0.9,6,0,1,0,,200.400121765064,,90342
2022-02-18,Tablet Mini,1.0,4,0,1,0,,198.3968276377283,,90358
2022-02-18,Tablet Mini,1.0,3,0,1,0,,198.3955923399775,,90364
2022-02-18,Tablet Mini,1.0,4,0,1,0,,198.394974691102,,90367
2022-02-18,Tablet Mini,1.0,5,0,1,0,,200.3925040956003,,90379
2022-02-18,Tablet Mini,1.0,3,0,1,0,,197.3912687978494,,90385
2022-02-18,Tablet Mini,1.0,3,0,1,0,,197.3894158512231,,90394
2022-02-18,Tablet Mini,1.0,1,0,1,0,,197.3890040853061,,90396
2022-02-18,Tablet Mini,1.0,3,0,1,0,,197.3877687875553,,90402
2022-02-18,Tablet Mini,1.0,3,0,1,0,,197.3863276068459,,90409
2022-02-18,Tablet Mini,1.0,5,0,1,0,,200.3842687772611,,90419
2022-02-18,Tablet Mini,1.0,2,0,1,0,,197.3822099476763,,90429
2022-02-18,Tablet Mini,1.0,1,0,1,0,,197.38035700105,,90438
2022-02-18,Tablet Mini,1.0,3,0,1,0,,198.3799452351331,,90440
2022-02-18,Tablet Mini,1.0,2,0,1,0,,198.3793275862576,,90443
2022-02-18,Tablet Mini,1.0,5,0,1,0,,199.3789158203406,,90445
2022-02-18,Tablet Mini,1.0,2,0,1,0,,198.3778864055483,,90450
2022-02-18,Tablet Mini,1.0,4,0,1,0,,198.3762393418804,,90458
2022-02-18,Tablet Mini,1.0,3,0,1,0,,198.375621693005,,90461
2022-02-18,Tablet Mini,1.0,4,0,1,0,,198.3731510975032,,90473
2022-02-18,Tablet Mini,1.0,3,0,1,0,,199.3712981508769,,90482
2022-02-18,Tablet Pro,1.0,1,0,0,1,,,750.9046350136324,90512
2022-02-18,Tablet Pro,1.0,3,0,0,1,,,750.9213115332692,90539
2022-02-18,Tablet Pro,1.0,3,0,0,1,,,750.9348998085288,90561
2022-02-18,Tablet Pro,1.0,1,0,0,1,,,750.9423115950341,90573
2022-02-18,Tablet Pro,1.0,3,0,0,1,,,750.9453998394113,90578
2022-02-18,Tablet Pro,1.0,1,0,0,1,,,750.947870434913,90582
2022-02-18,Tablet Pro,1.0,2,0,0,1,,,750.9571351680446,90597
2022-02-19,Tablet Basic...,1.0,1,1,0,0,234.6152782802302,,,90604
2022-02-19,Tablet Basic...,1.0,2,1,0,0,254.6325724487425,,,90625
2022-02-19,Tablet Basic...,1.0,3,1,0,0,274.6622195947635,,,90661
2022-02-19,Tablet Basic...,0.9,1,1,0,0,234.6828078906114,,,90686
2022-02-19,Tablet Basic...,0.9,1,1,0,0,234.6951608681202,,,90701
2022-02-19,Tablet Basic...,0.9,4,1,0,0,294.697631463622,,,90704
2022-02-19,Tablet Basic...,1.0,2,1,0,0,254.717396227636,,,90728
2022-02-19,Tablet Basic...,0.9,2,1,0,0,254.7684552013388,,,90790
2022-02-19,Tablet Basic...,1.0,1,1,0,0,234.7783375833458,,,90802
2022-02-19,Tablet Basic...,1.0,2,1,0,0,254.816220047706,,,90848
2022-02-19,Tablet Basic...,1.0,3,1,0,0,274.8195141750417,,,90852
2022-02-19,Tablet Basic...,1.0,1,1,0,0,234.8252788978791,,,90859
2022-02-19,Tablet Basic...,1.0,2,1,0,0,254.8277494933808,,,90862
2022-02-19,Tablet Basic...,1.0,1,1,0,0,234.8442201300592,,,90882
2022-02-19,Tablet Pro,1.0,2,0,0,1,,,711.1374886396725,90889
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.1381062885479,90890
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.1479886705549,90906
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.1535475104339,90915
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.1659004879426,90935
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.1708416789461,90943
2022-02-19,Tablet Pro,1.0,2,0,0,1,,,711.1862829008321,90968
2022-02-19,Tablet Pro,1.0,2,0,0,1,,,711.1887534963338,90972
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.1998711760917,90990
2022-02-19,Tablet Pro,1.0,2,0,0,1,,,711.2097535580987,91006
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.2122241536005,91010
2022-02-19,Tablet Pro,1.0,3,0,0,1,,,671.2171653446039,91018
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.2177829934794,91019
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.2678125523898,91100
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.2733713922688,91109
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.290665560781,91137
2022-02-19,Tablet Pro,1.0,2,0,0,1,,,711.2931361562828,91141
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.2949891029091,91144
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.2993126450372,91151
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.2999302939127,91152
2022-02-19,Tablet Pro,1.0,1,0,0,1,,,751.3005479427881,91153
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2288271436092,,91174
2022-02-19,Tablet Mini,1.0,3,0,1,0,,199.2284153776923,,91176
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2282094947338,,91177
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2267683140245,,91184
2022-02-19,Tablet Mini,0.9,5,0,1,0,,201.2257388992321,,91189
2022-02-19,Tablet Mini,0.9,2,0,1,0,,198.2249153673981,,91193
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2207977082286,,91213
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2175035808929,,91229
2022-02-19,Tablet Mini,1.0,2,0,1,0,,198.2172976979344,,91230
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2160624001835,,91236
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2156506342666,,91238
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2150329853911,,91241
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2148271024327,,91242
2022-02-19,Tablet Mini,1.0,2,0,1,0,,198.2137976876403,,91247
2022-02-19,Tablet Mini,1.0,2,0,1,0,,198.2123565069309,,91254
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2117388580555,,91257
2022-02-19,Tablet Mini,0.9,6,0,1,0,,202.2102976773461,,91264
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.206385901135,,91283
2022-02-19,Tablet Mini,1.0,3,0,1,0,,199.2057682522596,,91286
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2018564760484,,91305
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2010329442145,,91309
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.2000035294221,,91314
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1993858805467,,91317
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1985623487128,,91321
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1977388168789,,91325
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1971211680034,,91328
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1967094020865,,91330
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1948564554602,,91339
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1927976258754,,91349
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1882682007888,,91371
2022-02-19,Tablet Mini,1.0,2,0,1,0,,198.1872387859964,,91376
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1843564245777,,91390
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.181474063159,,91404
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1800328824497,,91411
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1759152232801,,91431
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1736505107368,,91442
2022-02-19,Tablet Mini,1.0,3,0,1,0,,199.1732387448199,,91444
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1722093300274,,91449
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1697387345257,,91461
2022-02-19,Tablet Mini,1.0,2,0,1,0,,198.1691210856503,,91464
2022-02-19,Tablet Mini,1.0,2,0,1,0,,198.1687093197333,,91466
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1676799049409,,91471
2022-02-19,Tablet Mini,0.9,2,0,1,0,,198.1666504901485,,91476
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1652093094391,,91483
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1647975435222,,91485
2022-02-19,Tablet Mini,1.0,1,0,1,0,,197.1645916605637,,91486
2022-02-20,Tablet Pro,1.0,3,0,0,1,,,671.5161074003158,91502
2022-02-20,Tablet Basic...,1.0,1,1,0,0,235.3589275262574,,,91507
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.5284603778247,91522
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.5377251109562,91537
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.5439015997106,91547
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.548842790714,91555
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.5500780884649,91557
2022-02-20,Tablet Pro,1.0,2,0,0,1,,,711.5605781193474,91574
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.5661369592264,91583
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.5673722569773,91585
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1405033544216,,91603
2022-02-20,Tablet Mini,1.0,2,0,1,0,,198.1402974714632,,91604
2022-02-20,Tablet Mini,1.0,2,0,1,0,,198.1378268759614,,91616
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1376209930029,,91617
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1374151100445,,91618
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1355621634181,,91627
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1349445145427,,91630
2022-02-20,Tablet Mini,0.9,8,0,1,0,,204.1304150894561,,91652
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1302092064977,,91653
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1293856746638,,91657
2022-02-20,Tablet Mini,0.9,9,0,1,0,,205.1291797917053,,91658
2022-02-20,Tablet Mini,1.0,2,0,1,0,,198.1267091962035,,91670
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1258856643696,,91674
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1252680154942,,91677
2022-02-20,Tablet Mini,0.9,7,0,1,0,,203.1250621325357,,91678
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1227974199924,,91689
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1223856540755,,91691
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1201209415322,,91702
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1182679949059,,91711
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1176503460304,,91714
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1125032720684,,91739
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.11229738911,,91740
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1112679743176,,91745
2022-02-20,Tablet Mini,1.0,3,0,1,0,,199.1102385595252,,91750
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1052973685217,,91774
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1048856026047,,91776
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1026208900614,,91787
2022-02-20,Tablet Mini,1.0,4,0,1,0,,200.1009738263936,,91795
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.1005620604766,,91797
2022-02-20,Tablet Mini,1.0,2,0,1,0,,198.0999444116012,,91800
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0958267524316,,91820
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0943855717223,,91827
2022-02-20,Tablet Mini,1.0,2,0,1,0,,198.0941796887638,,91828
2022-02-20,Tablet Mini,1.0,2,0,1,0,,198.0939738058053,,91829
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0937679228468,,91830
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.091709093262,,91840
2022-02-20,Tablet Mini,1.0,2,0,1,0,,198.0902679125527,,91847
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0886208488849,,91855
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.087385551134,,91861
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0865620193001,,91865
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0861502533831,,91867
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0840914237983,,91877
2022-02-20,Tablet Mini,0.9,3,0,1,0,,199.0828561260474,,91883
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0807972964626,,91893
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0801796475872,,91896
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0787384668778,,91903
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0783267009609,,91905
2022-02-20,Tablet Mini,1.0,1,0,1,0,,197.0768855202515,,91912
2022-02-20,Tablet Pro,1.0,2,0,0,1,,,711.7718140347472,91916
2022-02-20,Tablet Basic...,1.0,1,1,0,0,235.7253991923506,,,91952
2022-02-20,Tablet Basic...,1.0,1,1,0,0,235.7426933608628,,,91973
2022-02-20,Tablet Basic...,1.0,1,1,0,0,235.7459874881985,,,91977
2022-02-20,Tablet Basic...,1.0,1,1,0,0,235.7484580837003,,,91980
2022-02-20,Tablet Basic...,0.9,1,1,0,0,235.7542228065377,,,91987
2022-02-20,Tablet Basic...,1.0,1,1,0,0,235.7575169338733,,,91991
2022-02-20,Tablet Basic...,1.0,2,1,0,0,255.7591639975412,,,91993
2022-02-20,Tablet Basic...,1.0,1,1,0,0,235.7772816978874,,,92015
2022-02-20,Tablet Pro,1.0,2,0,0,1,,,711.8416083576716,92029
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.8514907396786,92045
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.8564319306821,92053
2022-02-20,Tablet Pro,1.0,3,0,0,1,,,671.863226068312,92064
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.86754961044,92071
2022-02-20,Tablet Pro,1.0,2,0,0,1,,,711.8786672901979,92089
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.8941085120839,92114
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.8996673519628,92123
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.9305497957347,92173
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.9336380401119,92178
2022-02-20,Tablet Pro,1.0,1,0,0,1,,,751.9354909867382,92181
2022-02-20,Tablet Pro,1.0,4,0,0,1,,,631.93796158224,92185
2022-02-20,Tablet Basic...,1.0,1,1,0,0,235.9312821508298,,,92202
2022-02-20,Tablet Basic...,1.0,1,1,0,0,235.9329292144977,,,92204
2022-02-20,Tablet Basic...,1.0,1,1,0,0,235.988929379204,,,92272
2022-02-20,Tablet Basic...,1.0,3,1,0,0,276.0004588248789,,,92286
2022-02-20,Tablet Basic...,0.9,4,1,0,0,296.0185765252251,,,92308
2022-02-20,Tablet Basic...,1.0,2,1,0,0,256.0309295027338,,,92323
2022-02-20,Tablet Basic...,1.0,1,1,0,0,236.0317530345677,,,92324
2022-02-20,Tablet Basic...,1.0,2,1,0,0,256.0531648622496,,,92350
2022-02-21,Tablet Basic...,1.0,2,1,0,0,236.0630472442566,,,92362
2022-02-21,Tablet Basic...,0.9,3,1,0,0,256.0679884352601,,,92368
2022-02-21,Tablet Basic...,0.9,2,1,0,0,256.0778708172671,,,92380
2022-02-21,Tablet Basic...,1.0,1,1,0,0,236.088576731108,,,92393
2022-02-21,Tablet Basic...,0.9,2,1,0,0,256.1223415362986,,,92434
2022-02-21,Tablet Basic...,1.0,3,1,0,0,236.1495180868179,,,92467
2022-02-21,Tablet Basic...,1.0,4,1,0,0,256.1511651504857,,,92469
2022-02-21,Tablet Basic...,0.9,2,1,0,0,256.1519886823197,,,92470
2022-02-21,Tablet Basic...,1.0,1,1,0,0,236.1725769781676,,,92495
2022-02-21,Tablet Basic...,0.9,3,1,0,0,256.1931652740155,,,92520
2022-02-21,Tablet Basic...,1.0,4,1,0,0,256.1972829331851,,,92525
2022-02-21,Tablet Basic...,1.0,2,1,0,0,236.2022241241886,,,92531
2022-02-21,Tablet Basic...,0.9,12,1,0,0,436.2096359106939,,,92540
2022-02-21,Tablet Basic...,0.9,5,1,0,0,276.2170476971991,,,92549
2022-02-21,Tablet Basic...,1.0,2,1,0,0,236.2228124200365,,,92556
2022-02-21,Tablet Basic...,0.9,5,1,0,0,276.2294006747078,,,92564
2022-02-21,Tablet Basic...,1.0,2,1,0,0,236.2746949255733,,,92619
2022-02-21,Tablet Mini,1.0,3,0,1,0,,196.9220615354751,,92664
2022-02-21,Tablet Pro,1.0,2,0,0,1,,,752.2387565845781,92672
2022-02-21,Tablet Pro,1.0,1,0,0,1,,,752.2406095312045,92675
2022-02-21,Tablet Pro,1.0,3,0,0,1,,,752.2430801267062,92679
2022-02-21,Tablet Pro,1.0,3,0,0,1,,,752.2474036688343,92686
2022-02-21,Tablet Pro,1.0,2,0,0,1,,,752.2480213177098,92687
2022-02-21,Tablet Pro,1.0,3,0,0,1,,,752.2523448598379,92694
2022-02-21,Tablet Pro,1.0,2,0,0,1,,,752.2603742952185,92707
2022-02-21,Tablet Pro,1.0,1,0,0,1,,,752.2758155171044,92732
2022-02-21,Tablet Pro,1.0,1,0,0,1,,,752.2801390592325,92739
2022-02-21,Tablet Pro,1.0,1,0,0,1,,,752.2900214412396,92755
2022-02-21,Tablet Pro,1.0,1,0,0,1,,,752.2918743878658,92758
2022-02-21,Tablet Mini,1.0,3,0,1,0,,196.9020908885026,,92761
2022-02-21,Tablet Mini,1.0,3,0,1,0,,197.9008555907517,,92767
2022-02-21,Tablet Pro,1.0,1,0,0,1,,,752.3289333203921,92818
2022-02-21,Tablet Pro,1.0,2,0,0,1,,,752.34005100015,92836
2022-02-21,Tablet Pro,1.0,1,0,0,1,,,752.3480804355307,92849
2022-02-21,Tablet Pro,1.0,3,0,0,1,,,752.3486980844061,92850
2022-02-21,Tablet Pro,1.0,3,0,0,1,,,752.3561098709114,92862
2022-02-21,Tablet Pro,1.0,1,0,0,1,,,752.3690804972956,92883
2022-02-21,Tablet Pro,1.0,4,0,0,1,,,712.3740216882991,92891
2022-02-21,Tablet Pro,1.0,2,0,0,1,,,752.3814334748043,92903
2022-02-21,Tablet Pro,1.0,2,0,0,1,,,752.3820511236797,92904
2022-02-21,Tablet Pro,1.0,3,0,0,1,,,712.4055217809464,92942
2022-02-21,Tablet Pro,1.0,2,0,0,1,,,712.4061394298219,92943
2022-02-21,Tablet Pro,1.0,2,0,0,1,,,752.4073747275727,92945
2022-02-21,Tablet Pro,1.0,1,0,0,1,,,752.4079923764482,92946
2022-02-21,Tablet Pro,1.0,2,0,0,1,,,752.4197277050815,92965
2022-02-21,Tablet Mini,1.0,3,0,1,0,,198.8586495842635,,92972
2022-02-21,Tablet Mini,1.0,3,0,1,0,,196.858443701305,,92973
2022-02-21,Tablet Mini,0.9,9,0,1,0,,202.8580319353881,,92975
2022-02-21,Tablet Mini,1.0,3,0,1,0,,197.8578260524296,,92976
2022-02-21,Tablet Mini,1.0,3,0,1,0,,196.8576201694711,,92977
2022-02-21,Tablet Mini,0.9,6,0,1,0,,201.8567966376372,,92981
2022-02-21,Tablet Mini,1.0,1,0,1,0,,196.8557672228448,,92986
2022-02-21,Tablet Mini,0.9,7,0,1,0,,201.8555613398863,,92987
2022-02-21,Tablet Mini,1.0,2,0,1,0,,196.8547378080524,,92991
2022-02-21,Tablet Mini,1.0,3,0,1,0,,196.8545319250939,,92992
2022-02-21,Tablet Mini,1.0,4,0,1,0,,197.8526789784676,,93001
2022-02-21,Tablet Mini,1.0,3,0,1,0,,196.8520613295921,,93004
2022-02-21,Tablet Mini,1.0,4,0,1,0,,197.8516495636752,,93006
2022-02-21,Tablet Mini,1.0,2,0,1,0,,196.8510319147998,,93009
2022-02-21,Tablet Mini,1.0,3,0,1,0,,196.8508260318413,,93010
2022-02-21,Tablet Mini,1.0,1,0,1,0,,196.8500025000073,,93014
2022-02-21,Tablet Mini,1.0,1,0,1,0,,196.8462966067547,,93032
2022-02-21,Tablet Mini,1.0,3,0,1,0,,197.8458848408378,,93034
2022-02-21,Tablet Mini,1.0,1,0,1,0,,196.8454730749208,,93036
2022-02-21,Tablet Mini,1.0,1,0,1,0,,196.8448554260454,,93039
2022-02-21,Tablet Mini,1.0,1,0,1,0,,196.8432083623775,,93047
2022-02-21,Tablet Mini,1.0,2,0,1,0,,196.8395024691249,,93065
2022-02-21,Tablet Mini,1.0,2,0,1,0,,197.8390907032079,,93067
2022-02-21,Tablet Mini,1.0,3,0,1,0,,198.8384730543325,,93070
2022-02-21,Tablet Mini,1.0,3,0,1,0,,196.838267171374,,93071
2022-02-21,Tablet Mini,1.0,3,0,1,0,,196.8378554054571,,93073
2022-02-21,Tablet Mini,1.0,2,0,1,0,,196.8370318736231,,93077
2022-02-21,Tablet Mini,1.0,1,0,1,0,,196.8353848099553,,93085
2022-02-21,Tablet Mini,1.0,3,0,1,0,,196.833943629246,,93092
2022-02-21,Tablet Mini,1.0,3,0,1,0,,197.8333259803705,,93095
2022-02-21,Tablet Mini,1.0,3,0,1,0,,197.8331200974121,,93096
2022-02-21,Tablet Mini,1.0,2,0,1,0,,196.8325024485366,,93099
2022-02-21,Tablet Mini,1.0,2,0,1,0,,196.8314730337442,,93104
2022-02-21,Tablet Mini,1.0,2,0,1,0,,196.8273553745746,,93124
